16, 150, PA5-A-Debug-SampleReadingsTest.txt 6
  -86.42,   -36.38,    84.55
  -40.56,     3.74,    30.89
  -81.72,    18.35,    76.92
    7.04,   -11.19,    60.94
   -3.33,   -46.08,    14.34
  -33.45,    17.58,     9.76
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -76.17,   -45.95,    74.25
  -30.31,    -5.83,    20.59
  -71.47,     8.78,    66.62
   17.30,   -20.76,    50.64
    6.92,   -55.65,     4.04
  -23.20,     8.01,    -0.54
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -69.70,   -34.08,   113.44
  -23.84,     6.04,    59.78
  -65.00,    20.65,   105.81
   23.77,    -8.88,    89.83
   13.39,   -43.78,    43.23
  -16.73,    19.88,    38.65
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -54.06,   -35.51,   100.79
   -8.19,     4.61,    47.13
  -49.35,    19.22,    93.16
   39.41,   -10.32,    77.17
   29.04,   -45.21,    30.58
   -1.09,    18.45,    26.00
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -41.53,   -42.79,   143.31
    4.33,    -2.67,    89.65
  -36.83,    11.94,   135.68
   51.94,   -17.60,   119.69
   41.56,   -52.49,    73.10
   11.44,    11.17,    68.52
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.89,   -40.63,   174.98
   -1.03,    -0.50,   121.32
  -42.19,    14.11,   167.35
   46.58,   -15.43,   151.36
   36.20,   -50.32,   104.77
    6.08,    13.34,   100.19
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -70.38,   -37.41,   117.61
  -24.52,     2.71,    63.95
  -65.68,    17.32,   109.98
   23.09,   -12.22,    93.99
   12.71,   -47.11,    47.40
  -17.41,    16.55,    42.82
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -25.59,   -16.78,   115.35
   20.27,    23.34,    61.69
  -20.89,    37.95,   107.72
   67.88,     8.42,    91.73
   57.50,   -26.48,    45.14
   27.38,    37.18,    40.56
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.27,   -35.23,   175.23
   -9.41,     4.89,   121.57
  -50.57,    19.50,   167.60
   38.19,   -10.03,   151.61
   27.82,   -44.93,   105.02
   -2.30,    18.73,   100.44
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -55.50,   -34.71,    89.64
   -9.63,     5.41,    35.98
  -50.79,    20.02,    82.01
   37.97,    -9.52,    66.02
   27.60,   -44.41,    19.43
   -2.53,    19.25,    14.85
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -26.30,   -22.67,   155.65
   19.57,    17.45,   101.99
  -21.59,    32.06,   148.02
   67.17,     2.52,   132.03
   56.80,   -32.37,    85.44
   26.67,    31.29,    80.86
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -36.42,   -28.94,   105.87
    9.44,    11.18,    52.21
  -31.72,    25.79,    98.24
   57.05,    -3.74,    82.25
   46.68,   -38.63,    35.66
   16.55,    25.02,    31.08
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.34,   -57.82,   115.24
  -12.48,   -17.70,    61.57
  -53.64,    -3.09,   107.61
   35.13,   -32.62,    91.62
   24.75,   -67.52,    45.02
   -5.37,    -3.86,    40.45
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -37.60,   -41.86,   178.45
    8.27,    -1.74,   124.79
  -32.89,    12.87,   170.82
   55.87,   -16.66,   154.84
   45.50,   -51.56,   108.24
   15.37,    12.10,   103.66
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -30.36,   -19.10,   163.85
   15.50,    21.02,   110.18
  -25.66,    35.63,   156.22
   63.11,     6.09,   140.23
   52.74,   -28.80,    93.63
   22.61,    34.86,    89.06
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -39.25,   -15.43,   108.46
    6.61,    24.69,    54.80
  -34.55,    39.30,   100.83
   54.22,     9.76,    84.84
   43.85,   -25.13,    38.25
   13.72,    38.53,    33.67
   -8.16,   -30.32,   -80.78
   13.07,     6.23,   -44.87
   24.23,     1.89,  -103.56
   10.77,    -5.88,   -60.92
   28.72,    18.35,   -91.63
  -31.68,    16.53,   -87.02
