16, 150, PA5-C-Debug-SampleReadingsTest.txt 6
  -77.82,   -63.14,    87.93
  -31.95,   -23.02,    34.26
  -73.11,    -8.41,    80.30
   15.65,   -37.95,    64.31
    5.28,   -72.84,    17.71
  -24.85,    -9.18,    13.14
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.02,   -37.07,   103.05
   -4.15,     3.05,    49.38
  -45.31,    17.66,    95.42
   43.45,   -11.88,    79.43
   33.08,   -46.77,    32.83
    2.95,    16.89,    28.26
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.23,   -21.62,   138.09
   29.63,    18.51,    84.42
  -11.53,    33.12,   130.46
   77.24,     3.58,   114.47
   66.87,   -31.31,    67.87
   36.74,    32.34,    63.30
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -23.41,   -28.08,   186.93
   22.45,    12.04,   133.26
  -18.71,    26.65,   179.30
   70.05,    -2.88,   163.31
   59.68,   -37.78,   116.71
   29.56,    25.88,   112.14
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -71.61,   -45.07,    74.45
  -25.75,    -4.94,    20.78
  -66.91,     9.67,    66.82
   21.86,   -19.87,    50.83
   11.48,   -54.76,     4.23
  -18.64,     8.90,    -0.34
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -75.55,   -40.70,   114.34
  -29.69,    -0.57,    60.68
  -70.85,    14.04,   106.71
   17.91,   -15.50,    90.72
    7.54,   -50.39,    44.13
  -22.58,    13.26,    39.55
   -7.38,   -27.27,   -78.41
   13.47,     9.04,   -42.03
   23.01,     6.88,  -101.13
   11.17,    -2.67,   -58.37
   27.20,    23.16,   -88.83
  -32.91,    18.75,   -82.53
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.88,   -30.41,   103.50
  -13.02,     9.71,    49.84
